domainID	domainName
pfam10154	C12orf4 family protein
cd18479	kelch repeat and BTB domain-containing protein 2
PRK03467	YhbP family protein
pfam09597	IGR protein motif domain-containing protein
PRK01115	DNA polymerase sliding clamp
PRK11659	cytochrome c nitrite reductase pentaheme subunit
smart00156	serine/threonine protein phosphatase
PRK14585	poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD
PRK11617	endonuclease V
cl30738	histone-like transcription factor family protein
COG4129	FUSC family protein
pfam05908	poly-gamma-glutamate hydrolase family protein
PRK03657	CinA family protein
cl19414	sodium/glutamate symporter family protein
pfam03966	Trm112 family protein
MTH00050	ATP synthase F0 subunit 6
pfam02639	DUF188 domain-containing protein
cd06643	STE20-like serine/threonine-protein kinase
cd11055	cytochrome P450
PRK09935	response regulator transcription factor FimZ
PRK05826	pyruvate kinase
pfam08386	alpha/beta hydrolase
COG0312	TldD/PmbA family protein
PRK15048	methyl-accepting chemotaxis protein
pfam11555	activated CDC42 kinase 1
pfam02990	transmembrane 9 family protein
cd17478	MFS transporter
cd13307	AFAP1 family PH domain-containing protein
pfam13001	ECM29 family proteasome component
smart00066	Zn(II)2Cys6 transcription factor
cl41333	transposase
COG0330	stomatin-like protein
PRK12400	D-amino-acid transaminase
PRK08535	ribose 1,5-bisphosphate isomerase
pfam12052	voltage-dependent L-type calcium channel subunit beta
cd03368	30S ribosomal protein S12
cd13276	pleckstrin homology domain-containing protein
pfam15546	UPF0500 family protein
cl21536	rhomboid family protein
cl10502	lipocalin/fatty acid-binding family protein
pfam06507	auxin response factor
PRK10786	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
TIGR00243	1-deoxy-D-xylulose-5-phosphate reductoisomerase
TIGR03919	type VII secretion protein EccB
cd02037	MRP family ATP-binding protein
pfam13781	DoxX-like family protein
cd03762	proteasome subunit beta type-6 family protein
cd01071	phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
cd07112	aldehyde dehydrogenase
cl00922	precorrin-6A/cobalt-precorrin-6A reductase family protein
pfam05608	TMEM222 family protein
cd03425	(deoxy)nucleoside triphosphate pyrophosphohydrolase
cd16735	polycomb group RING finger protein 3
cd07151	aldehyde dehydrogenase family protein
pfam05983	mediator of RNA polymerase II transcription subunit 7
COG3454	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
PRK13684	photosynthesis system II assembly factor Ycf48
cd14023	tribbles homolog 1
cd04618	5 -AMP-activated protein kinase subunit gamma
PRK06369	nascent polypeptide-associated complex protein
PRK09437	peroxiredoxin
pfam03283	pectinacetylesterase family protein
cd19510	ATP-binding protein
PRK00135	SMC-Scp complex subunit ScpB
cd07847	cyclin-dependent kinase-like
PRK10864	tRNA/rRNA methyltransferase
pfam13491	DNA translocase FtsK
pfam02893	protein FAN family protein
pfam05593	RHS repeat protein
cd09113	phospholipase D family protein
pfam01918	ribonuclease P subunit p20 family protein
COG0151	phosphoribosylamine--glycine ligase
PRK09733	fimbrial-like protein
PRK13261	urease accessory protein UreE
cl37044	methyltransferase domain-containing protein
cl03620	DUF5011/hyalin repeat domain-containing protein
PRK11453	O-acetylserine/cysteine exporter
cd16098	flagellar protein FliS
pfam06965	Na+/H+ antiporter NhaA
cd02085	calcium-transporting ATPase type 2C
TIGR02312	2-oxo-hepta-3-ene-1,7-dioic acid hydratase
PRK14162	nucleotide exchange factor GrpE
pfam03669	protein Asterix
pfam13990	YjcZ-like family protein
pfam06825	heat shock factor-binding 1 family protein
PRK14590	ribosome maturation factor RimM
cd11398	basic helix-loop-helix domain-containing protein
cl02188	type II toxin-antitoxin system CcdA family antitoxin
COG4268	McrC family protein
COG3883	C40 family peptidase
pfam04801	DNA-directed RNA polymerase III subunit RPC5
cd13954	olfactory receptor
PRK14148	nucleotide exchange factor GrpE
cd14676	docking protein 1/2/3
cd02961	protein disulfide isomerase family protein
COG1230	cation diffusion facilitator family transporter
cd11560	BZW family protein
cl13648	GIG1 family protein
cd00733	glycine--tRNA ligase subunit alpha
PRK10517	magnesium-translocating P-type ATPase
cd00795	nitric oxide synthase oxygenase
PRK01622	membrane protein insertase YidC
TIGR02807	type I-MYXAN CRISPR-associated protein Cas6/Cmx6
pfam06569	DUF1128 domain-containing protein
pfam00046	homeobox domain-containing protein
cl25194	vacuolar protein sorting-associated protein 13D
cd03419	glutaredoxin
cd04950	glycosyltransferase family 1 protein
PRK10752	sulfate ABC transporter substrate-binding protein
cd05245	SDR family oxidoreductase
COG3631	nuclear transport factor 2 family protein
cd01539	galactose ABC transporter substrate-binding protein
PRK00211	sulfur relay protein TusC/DsrF
TIGR02841	spore protease YyaC
COG1514	2 -5  RNA ligase family protein
cd14224	dual specificity tyrosine-phosphorylation-regulated kinase
PRK05643	DNA polymerase III subunit beta
PRK10302	DUF72 domain-containing protein
PRK03124	S-adenosylmethionine decarboxylase
COG1070	FGGY-family carbohydrate kinase
cl12115	DNA-binding domain-containing protein
PRK10247	iron ABC transporter ATP-binding protein FetA
pfam10628	outer spore coat protein CotE
pfam07065	cell division cycle protein 123
cd18212	zinc finger and BTB domain-containing protein 24
PRK10958	leucine efflux protein
pfam16889	heparinase II/III family protein
cd14137	GSK family serine/threonine-protein kinase
cd18264	kelch-like protein 34
smart00656	polysaccharide lyase family 1 protein
pfam12418	acyl-CoA dehydrogenase
PRK13933	5 /3 -nucleotidase SurE
pfam10794	YbfJ family protein
PRK04158	GTP-sensing pleiotropic transcriptional regulator CodY
COG2891	rod shape-determining protein MreD
pfam09742	dymeclin
cd03020	DsbC family protein
pfam15006	DUF4517 domain-containing protein
pfam13276	transposase
COG0275	16S rRNA (cytosine(1402)-N(4))-methyltransferase
smart00451	C2H2-type zinc finger protein
cd04730	nitronate monooxygenase
COG0729	outer membrane protein assembly factor
pfam08246	C1 family peptidase
pfam00029	gap junction protein
COG0207	thymidylate synthase
pfam06650	vacuolar protein sorting-associated protein 13D
PRK08294	FAD-binding monooxygenase
cd02895	geranylgeranyl transferase type-1 subunit beta
COG3039	IS5 family transposase
pfam00486	AfsR/SARP family transcriptional regulator
cd05233	SDR family oxidoreductase
cl40750	CCA tRNA nucleotidyltransferase
PRK11023	divisome-associated lipoprotein YraP
TIGR03686	Pup--protein ligase
PRK01001	membrane protein insertase YidC
pfam10109	phage tail assembly protein
smart00325	pleckstrin homology domain-containing family G protein
cd16574	topoisomerase I-binding arginine/serine-rich protein
COG4896	YlaI family protein
cd14708	bZIP transcription factor
COG1126	amino acid ABC transporter ATP-binding protein
cd14127	casein kinase I homolog
COG2043	DUF169 domain-containing protein
pfam13867	histone deacetylase complex subunit SAP30 Sin3-binding domain-containing protein
COG2378	YafY family protein
cd16702	MARCH6 family E3 ubiquitin-protein ligase
TIGR03369	cellulose biosynthesis protein BcsE
PHA00080	TraR/DksA family transcriptional regulator
cl02666	Ku family protein
cd00546	fumarate reductase subunit C
cd07402	phosphodiesterase
cd11680	Hos1 family histone deacetylase
pfam02912	phenylalanine--tRNA ligase subunit alpha
cl01329	YqjF family protein
PRK08903	DnaA regulatory inactivator Hda
PRK14399	glycerol-3-phosphate acyltransferase
cd12881	E3 ubiquitin-protein ligase HERC family protein
PRK05664	threonine-phosphate decarboxylase
pfam17146	RNA-binding NOB1 family protein
cl30226	IolE/MocC family protein
cd08603	glycerophosphodiester phosphodiesterase family protein
cd08888	phosphatidylinositol transfer protein
cd03747	penicillin acylase family protein
cd13575	phosphonate ABC transporter substrate-binding protein
cd16433	chemotaxis response regulator protein-glutamate methylesterase
PRK09961	M42 family metallopeptidase
TIGR00479	class I SAM-dependent RNA methyltransferase
pfam02537	CrcB family protein
cd07541	phospholipid-translocating ATPase
cd07631	DCC-interacting protein 13-alpha
PRK04025	S-adenosylmethionine decarboxylase
pfam09786	basic helix-loop-helix domain-containing protein
smart00914	YpiB family protein
COG3170	FimV family protein
pfam03371	pre-mRNA-splicing factor 38
cd07845	cyclin-dependent kinase 10
cd16111	serine/threonine-protein kinase DCLK3
PRK09457	succinylglutamate-semialdehyde dehydrogenase
pfam16455	ubiquitin domain-containing protein
cd11370	RRP41/SKI6 family exosome complex component
cl37093	glycine oxidase ThiO
cd08544	Reeler domain-containing protein
cd08434	LysR family transcriptional regulator
pfam02632	biotin transporter BioY
CHL00199	translation initiation factor IF-3
cd05323	SDR family oxidoreductase
pfam02447	GntP family permease
PRK11462	sugar transporter
COG1816	adenosine deaminase
COG3187	META domain-containing protein
cl00886	roadblock/LC7 domain-containing protein
cd08385	synaptotagmin family protein
PRK13352	phosphomethylpyrimidine synthase ThiC
COG3560	nitroreductase family protein
cd02869	RNA pseudouridine synthase
PRK11274	glycolate oxidase iron-sulfur subunit
TIGR01312	xylulokinase
pfam02118	class gamma serpentine receptor
pfam03530	small conductance calcium-activated potassium channel protein
COG5009	penicillin-binding protein 1A
pfam14549	Cro/CI family transcriptional regulator
cl33889	ribose-phosphate diphosphokinase
PRK14459	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
cd14711	CCAAT/enhancer-binding protein alpha
pfam01866	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1/2
COG3596	GTPase family protein
cd18371	BTB/POZ domain-containing protein KCTD14
pfam12877	DUF3827 domain-containing protein
pfam00254	FKBP-type peptidyl-prolyl cis-trans isomerase
PTZ00086	uS9 family ribosomal protein
pfam08210	APOBEC family cytidine deaminase
pfam08572	pre-mRNA processing factor 3 family protein
cd11387	helix-loop-helix domain-containing protein
smart00634	glycoside hydrolase family 2 protein
cd18329	zinc finger and BTB domain-containing protein 8A
cd07686	tyrosine-protein kinase Fer
PRK12342	electron transfer flavoprotein
pfam03672	YneF family protein
pfam06098	radial spoke RSP3 family protein
pfam14883	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB
PRK01637	YihY/virulence factor BrkB family protein
COG0235	class II aldolase/adducin family protein
cl00406	bL19 family ribosomal protein
cd08650	hydrogenase maturation protein
cd05675	M20/M25/M40 family metallo-hydrolase
pfam14018	DUF4234 domain-containing protein
TIGR02887	Ger(x)C family spore germination protein
pfam04770	zinc-finger homeodomain protein
cl22422	signal recognition particle subunit SRP68 family protein
PRK06004	flagellar basal body rod protein FlgB
pfam02403	serine--tRNA ligase
cd00054	wall-associated receptor kinase family protein
cd08285	NAD(P)-dependent alcohol dehydrogenase
cd12243	RNA-binding protein
COG2520	class I SAM-dependent methyltransferase family protein
COG5083	lipin family protein
cd16020	GPI ethanolamine phosphate transferase 1
PRK05446	bifunctional imidazole glycerol-phosphate dehydratase/histidinol phosphatase
pfam10117	McrC family protein
cd07773	L-fuculokinase
PRK15460	mannose-1-phosphate guanyltransferase
COG5455	RcnB family protein
PRK06116	glutathione-disulfide reductase
TIGR01169	50S ribosomal protein L1
PRK09902	lipopolysaccharide kinase InaA
PRK08561	30S ribosomal protein S15
COG4122	O-methyltransferase
PRK11091	sensor histidine kinase
PRK11637	murein hydrolase activator EnvC
COG1286	CvpA family protein
COG1299	PTS fructose transporter subunit IIC
pfam05872	DUF853 domain-containing protein
PRK13680	protein YebF
COG4783	M48 family metallopeptidase
cl17255	ATP-grasp domain-containing protein
pfam01780	60S ribosomal protein L37a
pfam08239	C40 family peptidase
pfam07486	cell wall hydrolase
PLN02969	carotenoid cleavage dioxygenase 7
COG3474	cytochrome c family protein
PRK08124	flagellar motor stator protein MotA
cl02772	BSD domain-containing protein
cd07890	class IV adenylate cyclase
PRK10098	dehydrogenase
pfam00503	guanine nucleotide-binding protein subunit alpha
cd00218	glycosyltransferase family 43 protein
pfam06476	DUF1090 domain-containing protein
pfam17299	DUF5350 domain-containing protein
PHA02929	E3 ubiquitin protein ligase
cd03143	beta-galactosidase
pfam14176	YxiJ-like family protein
cd11428	basic helix-loop-helix domain-containing protein
COG0286	SAM-dependent DNA methyltransferase
PRK11153	methionine ABC transporter ATP-binding protein
cl40739	DNA topoisomerase subunit B
pfam10702	YslB family protein
pfam04982	HPP family protein
TIGR01610	replication protein
PRK10154	YaaI family protein
COG3795	YciI family protein
COG2268	flotillin family protein
pfam15336	fibrosin/Auts2 domain-containing protein
pfam15087	DUF4551 domain-containing protein
TIGR00549	mevalonate kinase
MTH00042	NADH dehydrogenase subunit 3
pfam01341	glycoside hydrolase family 6 protein
pfam12729	methyl-accepting chemotaxis protein
cd13165	DOK family PTB domain-containing protein
TIGR01845	AdeC/AdeK/OprM family multidrug efflux complex outer membrane factor
COG5444	ribonuclease YeeF family protein
cd11069	cytochrome P450
cl38017	cullin family protein
cd05716	immunoglobulin domain-containing protein
COG3256	nitric-oxide reductase large subunit
cd01559	aminodeoxychorismate lyase
cd09839	transcription initiation factor TFIID subunit 2
cd01288	3-hydroxyacyl-ACP dehydratase FabZ family protein
COG1028	SDR family oxidoreductase
cl00685	acetate uptake transporter family protein
PLN02502	lysine--tRNA ligase
cd04022	MCTP family protein
PRK05805	phosphate butyryltransferase
cd17424	monocarboxylate transporter 12
cd01715	electron transfer flavoprotein subunit alpha
cd03809	glycosyltransferase family 1 protein
pfam01990	V-type ATP synthase subunit F
pfam04346	ethanolamine utilization protein EutH
cd03865	M14 family carboxypeptidase N/E
cd17464	monocarboxylate transporter 10
pfam10611	DUF2469 domain-containing protein
PLN02380	1-acylglycerol-3-phosphate O-acyltransferase
PRK07561	type I DNA topoisomerase
pfam08816	inhibitor of vertebrate lysozyme family protein
pfam07933	adaptin-ear-binding coat-associated family protein
pfam15701	DUF4668 domain-containing protein
PLN02924	thymidylate kinase
PRK13018	cell division protein FtsZ
cl27418	core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
pfam15341	FAM207/SLX9 family protein
pfam11735	glycosyltransferase family 69 protein
pfam05814	AC76 family protein
pfam06252	regulatory protein GemA
cd18334	hypermethylated in cancer 2 protein
cd13330	histone-arginine methyltransferase CARM1
PRK14599	tRNA (guanine(37)-N(1))-methyltransferase
cd07591	BAR domain-containing protein
cd14198	serine/threonine-protein kinase 17B
COG1940	ROK family transcriptional regulator
PRK09709	exodeoxyribonuclease VIII
cd13314	RPN13/ADRM1 family protein
PRK03562	monovalent cation:proton antiporter-2 (CPA2) family protein
cd14757	diguanylate cyclase
cd14856	trafficking protein particle complex subunit 4
cd13431	L,D-transpeptidase
cd07042	SLC26/SulP family anion transporter
cl37187	tetratricopeptide repeat protein
pfam14151	YfhD family protein
smart00880	CYTH and CHAD domain-containing protein
cd07560	S41 family peptidase
pfam01584	chemotaxis protein CheV
pfam01590	GAF domain-containing hybrid sensor histidine kinase/response regulator
pfam03986	autophagy-related protein 3
pfam14343	protease complex subunit PrcB family protein
pfam07546	EMI domain-containing protein
pfam10764	sigma factor G inhibitor Gin
cd22153	tubby-like F-box protein
