Complex ac	Recommended name
CPX-4101	NLGN1(+SSA+SSB) - NRXN1-beta(-SS4) complex
CPX-8069	Chromosomal passenger complex, mitotic variant
CPX-1090	MukBEF condensin complex
CPX-1268	Glycine decarboxylase multienzyme complex 
CPX-2837	CIAO1-CIAO2B-CIAO3-MMS19 cytosolic iron-sulfur protein assembly complex
CPX-332	ESCRT-III complex, variant Chmp1b1
CPX-6166	CRUMBS3-PALS1-PATJ cell polarity complex
CPX-1554	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK20
CPX-1063	Importin complex, KPNA5 variant
CPX-3267	CKM complex variant 2
CPX-706	RXRbeta-LXRbeta nuclear hormone receptor complex
CPX-39	Calprotectin heterodimer
CPX-1334	Nuclear cap-binding complex
CPX-2410	Scribble cell polarity complex
CPX-1164	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6A-ARID1A-SMARCA2 variant
CPX-244	Adrenomedullin receptor AM1 complex
CPX-3968	Mitotic Checkpoint Complex
CPX-3139	RAD55-RAD57 complex
CPX-4236	Gamma-secretase complex, Aph1a-Psen2 variant
CPX-6522	bZIP transcription factor complex, ATF4-BATF
CPX-2813	Condensin I complex
CPX-2502	CD94-NKG2A natural killer receptor complex
CPX-4888	DNA-directed RNA polymerase holoenzyme complex, Sigma fecI variant
CPX-7982	SCF E3 ubiquitin ligase complex, FBXO41 variant
CPX-564	Mitochondrial respiratory chain complex II
CPX-84	Mitotic spindle assembly checkpoint Mad1 complex
CPX-2986	GABA-A receptor, alpha-6/beta-3/delta
CPX-898	Annexin A2 - S100-A10 complex
CPX-3219	Cry1-Per2 complex
CPX-19	Telomerase catalytic core complex
CPX-4472	mTORC2 complex
CPX-2036	BIM:BCL-2 complex
CPX-502	Beta-hexosaminidase A complex
CPX-7927	SCF E3 ubiquitin ligase complex, FBXO17 variant
CPX-900	SAGA complex, KAT2A variant
CPX-2615	Polycomb repressive complex 1, RING1-PCGF2-CBX4-PHC3 variant
CPX-4318	Arginine ABC transporter complex, artI variant
CPX-1223	Muscle cell-specific SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6A-ARID1B-SMARCA2 variant
CPX-994	DNA polymerase zeta complex
CPX-315	Amiloride-sensitive sodium channel complex, alpha-beta-gamma
CPX-2405	CRL4-DCAF12 E3 ubiquitin ligase complex, CUL4A variant 
CPX-1744	Mitochondrial sorting and assembly machinery complex
CPX-950	MBP transcription complex
CPX-4504	Matrilin-1 - Matrilin-3 complex
CPX-7744	LIN-10-LIN-2-LIN-7 complex, LIN7A variant
CPX-6239	FCN3-MASP2 lectin-protease complex
CPX-8096	VCP-NPL4-UFD1-FAF1 AAA ATPase complex
CPX-3743	pgaCD beta-glycosyltransferase complex
CPX-4117	Collagen type V trimer variant 2
CPX-198	Inward rectifying potassium channel complex, Kir6.2-SUR2B
CPX-396	Coenzyme A-synthesizing protein complex
CPX-595	Nucleolar exosome complex, Exosc10 variant
CPX-2016	Cyclin E2-CDK2 complex
CPX-2981	GABA-A receptor, alpha-6/beta-3/gamma-2
CPX-263	Vcp-Nsfl1c AAA ATPase complex
CPX-1863	TAP42-RRD1-SIT4 phosphatase complex
CPX-1546	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK12
CPX-1476	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK6
CPX-4311	nrfl-1-aat-6 complex
CPX-7552	Polycomb repressive complex 1, RING2-PCGF4-CBX7-PHC2 variant
CPX-1907	Ripoptosome
CPX-2068	Cyclin A2-CDK2 complex
CPX-2023	BID:BCL-2 complex
CPX-1758	Collagen type XVII trimer
CPX-6341	Molybdopterin synthase complex
CPX-2694	Histone pre-RNA core cleavage complex
CPX-3124	Integrin alpha10-beta1 complex
CPX-3128	Integrin alphaL-beta2 complex
CPX-5747	entAE 2,3-dihydroxybenzoate-AMP ligase complex
CPX-5992	SMC5-SMC6 SUMO ligase complex, EID3 variant
CPX-2395	General transcription factor TFIIH complex
CPX-307	Endoplasmic Reticulum Membrane Complex
CPX-3008	Laminin-111 complex
CPX-7965	SCF E3 ubiquitin ligase complex, FBXO25 variant
CPX-1292	REC102-REC104 meiotic recombination initiation complex 
CPX-1784	Laminin-523 complex
CPX-5885	Flagellar export complex
CPX-7534	Polycomb repressive complex 1, RING2-PCGF2-CBX8-PHC2 variant
CPX-6174	Mitochondrial glutamyl-tRNA(Gln) amidotransferase complex
CPX-5302	39S mitochondrial large ribosomal subunit
CPX-1176	WASH complex, variant WASH6P/WASHC2A
CPX-1584	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK7
CPX-1088	Chemotaxis phosphorelay complex CheY-CheZ
CPX-1463	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK15
CPX-2883	PDGF receptor alpha-beta - PDGF-BB complex
CPX-2479	bZIP transcription factor complex, BACH2-MAFB
CPX-2870	RNA decapping and exonuclease complex, DCP1A variant
CPX-2057	6-phosphofructokinase, M3L heterotetramer
CPX-1825	Integrin alphaL-beta2 complex
CPX-5781	gadE-rcsB DNA-binding transcription factor complex
CPX-1759	Collagen type XVIII trimer
CPX-2661	DNA-directed RNA polymerase II complex
CPX-7922	SCF E3 ubiquitin ligase complex, FBXO9 variant
CPX-3223	Cry1-Per3 complex
CPX-637	ISW1a chromatin remodeling complex
CPX-2675	Box H/ACA ribonucleoprotein complex
CPX-2353	FTS-Hook-FHIP cargo adaptor complex, FHIP1A-HOOK1/3 variant
CPX-3252	SMAD3-SMAD4 complex
CPX-6148	TTT complex
CPX-2090	DNA polymerase alpha:primase complex
CPX-3023	Thrombospondin 2 complex
CPX-2668	Actin-related protein 2/3 complex, ARPC1B-ACTR3B-ARPC5L variant
CPX-428	BBSome complex
CPX-1737	Collagen type VII trimer
CPX-692	Mating-type MATalpha2-MCM1 complex 
CPX-151	GLI3-SUFU complex
CPX-6038	TBK1-IKKepsilon-NAP1 complex
CPX-2253	General transcription factor TFIIE complex
CPX-3194	Cardiac muscle VGCC complex
CPX-3226	Core mediator complex
CPX-4622	Signal recognition particle receptor complex
CPX-6406	bZIP transcription factor complex, ATF2-ATF2
CPX-3961	C9orf72-SMCR8 complex
CPX-7113	MCM8-MCM9 DNA helicase complex
CPX-3291	SCF E3 ubiquitin ligase complex, FBXL3 variant
CPX-1752	Collagen type XI trimer variant 3
CPX-2004	Cyclin A2-CDK1 complex
CPX-2078	Cyclin D3-CDK4 complex
CPX-1006	Calcineurin-Calmodulin-AKAP5 complex, beta-R1 variant
CPX-1832	tRNA-intron endonuclease complex
CPX-1903	PEX2-PEX10-PEX12 ubiquitin ligase complex
CPX-535	Adapter complex AP-3
CPX-1400	LSM1-7-PAT1 complex, variant LSM1A-LSM3A-LSM6B-PAT1H2
CPX-2931	Hemoglobin Portland-1 Variant 2 complex
CPX-549	Ndc80 complex
CPX-302	Mitochondrial pyruvate carrier, fermentative isoform
CPX-710	RXRalpha-TRbeta nuclear hormone receptor complex
CPX-77	DNA mismatch repair MutSbeta complex
CPX-2756	BLOC-3 complex
CPX-1116	Calcineurin-Calmodulin-AKAP5 complex, beta-R2 variant
CPX-1020	BLI-3/DOXA-1/TSP-15 dual oxidase complex
CPX-6928	BOL1-GRX5 iron-sulfur cluster assembly complex
CPX-1514	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK21
CPX-1455	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK7
CPX-1887	Vacuolar SNARE complex VAM3-VTI1-VAM7-YKT6
CPX-5423	Endosomal SNARE complex PEP12-VTI1-TLG1-SNC1
CPX-1317	WHI2-PSR1 phosphatase complex
CPX-329	ESCRT-III complex
CPX-5910	Replication restart primosome complex, priAB variant
CPX-1837	CUL3-HRT1-ELC1-ELA1 ubiquitin ligase complex
CPX-5912	L-tartrate dehydratase complex
CPX-569	Chromatin assembly factor 1 complex
CPX-2632	Mitochondrial ribonuclease P complex
CPX-6203	MBL2-MASP2 lectin-protease complex
CPX-6212	HOPS tethering complex
CPX-8221	CRL3 E3 ubiquitin ligase complex, KLHL35 variant 
CPX-5865	Eukaryotic translation initiation factor 4F, EIF4A1 and EIF4G3 variant
CPX-3443	SIN3A histone deacetylase complex
CPX-5	Collagen type V trimer variant 3
CPX-2548	MYCL-MAX transcriptional activator complex
CPX-3138	KIF3 complex variant AB
CPX-673	RXRalpha-VDR nuclear hormone receptor complex
CPX-1515	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-SKP1B
CPX-1561	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK5
CPX-6479	bZIP transcription factor complex, ATF3-FOSL2
CPX-3249	SCF-MET30 E3 ubiquitin ligase complex
CPX-2321	CIA targeting complex
CPX-3561	PYL1 ABA receptor complex
CPX-1067	Importin complex, KPNA7 variant
CPX-3142	Cyclin-dependent protein kinase 5 holoenzyme complex, p25 variant
CPX-2419	Hemoglobin HbA2 complex
CPX-885	MTERF4-NSUN4 mitochondiral ribosomal assembly complex
CPX-1699	CLN1-CDC28 kinase complex
CPX-8191	B(0)AT1-Collectrin heteromeric amino acid transporter complex
CPX-1396	LSM1-7-PAT1 complex, variant LSM1B-LSM3A-LSM6B-PAT1H1
CPX-1034	Tenascin-X complex
CPX-1414	UBA3-ULA1 E1 enzyme
CPX-6841	N-acetylglucosamine-1-phosphotransferase complex
CPX-1450	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-SKP1B
CPX-1528	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK15
CPX-1127	Cyclin cye-1-cdk2 complex
CPX-135	RISC-loading complex, TARBP2 variant
CPX-3177	eIF4E-cup complex
CPX-559	Mitochondrial isocitrate dehydrogenase complex (NAD+)
CPX-1351	LSM1-7-PAT1 complex, variant LSM1A-LSM3A-LSM6B-PAT1
CPX-4362	Peptide ABC transporter complex
CPX-2602	DNA-directed RNA polymerase I complex
CPX-781	NatC N-alpha-acetyltransferase complex
CPX-5159	3-isopropylmalate dehydratase complex
CPX-2077	Cyclin D3-CDK4 complex
CPX-1353	LSM2-8 complex, variant LSM3B-LSM6A
CPX-1534	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK21
CPX-6232	Fibronectin complex
CPX-8307	 EXT1-EXT2 heparan sulfate biosynthesis complex
CPX-1204	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6A-ARID1A-SMARCA4 variant
CPX-1605	WMM N6-adenosine-methyltransferase complex
CPX-1810	NuA3 histone acetyltransferase complex
CPX-2819	CRL4-DCAF10 E3 ubiquitin ligase complex, CUL4B variant 
CPX-4767	Catalase complex
CPX-813	Palmitoyltransferase ERF2/SHR5 complex
CPX-8141	Sodium:potassium-exchanging ATPase complex, FXYD3 variant
CPX-3081	Microprocessor complex
CPX-850	AHNAK - Annexin A2 - S100-A10 complex
CPX-6125	TIM9-TIM10 mitochondrial intermembrane space protein transporter complex
CPX-5150	AP-2 Adaptor complex, alpha2 variant
CPX-2316	Polycomb repressive complex 2.1,EZH2-RBBP7-PCL3-PALI1 variant
CPX-597	Calcineurin complex
CPX-7725	DISP septin regulator complex
CPX-111	Survivin homodimer complex
CPX-56	GLI1-SUFU complex
CPX-2263	TREX-2 transcription-export complex
CPX-1416	Kinesin I motor complex, klc-1 variant
CPX-6286	ATP8A1-CDC50B P4-ATPase complex
CPX-2400	COPII vesicle coat complex
CPX-1195	Embryonic stem cell-specific SWI/SNF ATP-dependent chromatin remodeling complex
CPX-1843	PPP4C-PPP4R2-PPP4R3A protein phosphatase 4 complex
CPX-1751	Collagen type XI trimer variant 2
CPX-6742	CD8alpha-alpha complex
CPX-6565	bZIP transcription factor complex, ATF4-FOSL1
CPX-5342	RXRalpha-NCOA1 activated retinoic acid receptor complex
CPX-5401	Vacuolar SNARE complex VAM3-VTI1-VAM7-NYV1
CPX-2417	Beta-catenin destruction complex, Apc2 variant
CPX-1819	Integrin alphav-beta1 complex
CPX-3174	raps-insc complex
CPX-2108	DNA polymerase epsilon complex
CPX-1422	TEL2-TTI1-TTI2 complex
CPX-3921	2-oxoglutarate dehydrogenase complex
CPX-2483	bZIP transcription factor complex, BACH2-MAF
CPX-1931	Respiratory chain complex II
CPX-1031	PBAF chromatin remodeling complex
CPX-2680	Glycosylphosphatidylinsitol ethanolamine-phosphate transferase III complex
CPX-357	Atg5-Atg12 complex
CPX-2742	ATAC histone acetyltransferase complex
CPX-5686	SARS-CoV-2 nucleocapsid complex
CPX-33	ANPR-A receptor complex
CPX-3642	CoQ biosynthetic complex
CPX-471	Tenascin-C complex
CPX-2248	General transcription factor complex TFIIA, TfIIA-S variant
CPX-7765	SFPQ-NONO RNA-binding complex
CPX-4345	Heme/dipeptide ABC transporter complex, dppA variant
CPX-5026	CPLANE complex
CPX-185	Inward rectifying potassium channel complex, Kir6.2-SUR2B
CPX-2595	Nuclear exosome
CPX-5862	Eukaryotic translation initiation factor 4F, EIF4A2 and EIF4G1 variant
CPX-5605	Alternative pathway pathogen cell-bound C5 convertase complex C3bBbC3bP
CPX-4320	D-allose ABC transporter complex
CPX-1481	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK11
CPX-2940	MCM complex
CPX-2147	Ire1 serine/threonine-protein kinase/endoribonuclease complex
CPX-3883	daf-16-sir-2.1 complex
CPX-5051	Ubiquitous AP-3 Adaptor complex, sigma3a variant
CPX-3962	C9orf72-SMCR8 complex
CPX-4021	sbcCD DNA exo/endonuclease complex
CPX-8201	CRL3 E3 ubiquitin ligase complex, KLHL32 variant 
CPX-1763	Collagen type XXII trimer
CPX-1085	Flagellar Motor Switch Complex, CCW variant
CPX-2271	TRAPPII complex
CPX-2722	eRF1-eRF3
CPX-1027	Importin complex, KPNA2 variant
CPX-1578	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-SKP1A
CPX-7004	bZIP transcription factor complex, BATF-DDIT3
CPX-1774	Laminin-332 complex variant A
CPX-3071	Inward rectifier potassium channel 2 complex
CPX-662	RXRalpha-TRalpha nuclear hormone receptor complex
CPX-1153	BLOC-1 complex
CPX-1780	Laminin-521 complex
CPX-4766	TRAPP III complex
CPX-762	Anaphase-Promoting complex AMA1 variant
CPX-3100	mago-y14 exon-exon junction subcomplex
CPX-1640	Nucleotide excision repair factor 2 complex
CPX-2195	Hydrogen:potassium-exchanging ATPase complex
CPX-7015	bZIP transcription factor complex, BATF-NFE2L1
CPX-7724	LIFT actin modulation complex
CPX-609	Signal recognition particle
CPX-2565	SF3A complex
CPX-3087	Shu complex
CPX-2781	GATOR1 complex
CPX-7681	Kinetochore MIS12 complex
CPX-2556	Nucleosome, variant H3.1-H2A.2-H2B.1
CPX-1547	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK13
CPX-1429	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-SKP1B
CPX-2760	BORC complex
CPX-2893	Platelet-derived growth factor AA complex
CPX-923	Nuclear cap-binding complex
CPX-8103	CRL3 E3 ubiquitin ligase complex, KLHL17 variant 
CPX-6904	Vacuolar proton translocating ATPase complex, ATP6V0A2 variant
CPX-2431	LKB1-STRAD-MO25 serine/threonine protein kinase complex, CAB39L-STRADA variant
CPX-5047	Ubiquitous AP-1 Adaptor complex, sigma1a variant
CPX-349	Cyclin L2-CDK11B(p110) complex
CPX-5623	NAD(P) transhydrogenase complex
CPX-1654	m-AAA complex
CPX-3200	KIF3 complex variant AC-KAP3
CPX-57	Sodium:potassium-exchanging ATPase complex, FXYD2 variant
CPX-401	Mitotic checkpoint complex, Mad-1-Mad-2-Bub-1-Bub-3 subcomplex
CPX-6572	bZIP transcription factor complex, ATF4-NFE2L3
CPX-7515	Polycomb repressive complex 1, RING1-PCGF4-CBX7-PHC3 variant
CPX-477	CRL4-DDB2 E3 ubiquitin ligase complex, CUL4A variant 
CPX-283	NMDA receptor complex, GluN1-GluN2A
CPX-2948	CUE1-UBC7 ubiquitin-conjugating enzyme complex
CPX-4425	 BRCA1-A complex
CPX-2730	siRNA RISC-loading complex, R2D2 variant
CPX-152	Shelterin complex
CPX-3577	Ferric-catecholate outer membrane transporter complex
CPX-4111	Collagen type I trimer
CPX-1749	Collagen type X trimer
CPX-2282	Non-canonical polycomb repressive complex 1.4, RNF2-YAF2 variant
CPX-165	PPP4C-PPP4R4 protein phosphatase 4 complex
CPX-5261	40S cytosolic small ribosomal subunit
CPX-693	Mating-type MATalpha1-MCM1 complex 
CPX-2970	Collagen type IX trimer
CPX-2050	6-phosphofructokinase, M4 homotetramer
CPX-778	TRM11-TRM112 tRNA (m2G10) methyltransferase complex
CPX-2867	MiDAC histone deacetylase complex, HDAC2 variant
CPX-576	Tec1/Ste12/Dig1 transcription regulation complex
CPX-8009	Sodium:potassium-exchanging ATPase complex, FXYD1 variant
CPX-1809	MER2-MEI4-REC114 meiotic recombination initiation complex
CPX-2210	Subcortical maternal complex
CPX-932	General transcription factor complex TFIID
CPX-4385	Sulfate/thiosulfate ABC transporter complex, cypP variant
CPX-424	NoRC chromatin remodelling complex
CPX-2964	Collagen type V trimer variant 3
CPX-2823	NUBP1-NUBP2 iron-sulfur cluster assembly scaffold complex
CPX-5882	Endoplasmic reticulum membrane complex, EMC8 variant
CPX-1974	Nitrate reductase A complex
CPX-1170	WASH complex, variant WASH4P/WASHC2C
CPX-440	Beta-catenin destruction core complex, APC2-AXIN2-GSK3B variant
CPX-780	Signal recognition particle receptor complex
CPX-7513	Polycomb repressive complex 1, RING1-PCGF4-CBX7-PHC1 variant
CPX-1800	CCR4-NOT mRNA deadenylase complex
CPX-845	BRCA1-PALB2-BRCA2 homologous recombination DNA repair complex
CPX-1207	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1A-SMARCA2 variant
CPX-2217	FEM1A-Elongin C-Elongin B E3 ubiquitin ligase complex
CPX-2138	cdsA-cdsE complex
CPX-4025	pph-6-saps-1 phosphatase complex
CPX-2539	U2 small nuclear ribonucleoprotein complex
CPX-2832	SCF E3 ubiquitin ligase complex, KDM2B variant
CPX-1940	TRAPPI protein complex
CPX-4681	YiaMNO tripartite ATP-independent periplasmic transporter complex 
CPX-465	DOM34-HBS1 ribosome dissociation complex
CPX-1495	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4
CPX-3212	Mitotic checkpoint complex, MAD1-MAD2-BUB1-BUB3 subcomplex
CPX-301	GID E3 ubiquitin ligase complex, GID4 variant
CPX-2008	Cyclin B2-CDK1 complex
CPX-2959	Collagen type IV trimer variant 1
CPX-2847	Signal peptidase complex, SEC11A variant
CPX-2633	RZZ complex
CPX-146	SMAD1-SMAD4 complex 
CPX-1347	LSM1-7-PAT1 complex, variant LSM1B-LSM3A-LSM6A-PAT1
CPX-1260	SDS22-GLC7-YPI1 phosphatase complex
CPX-7526	Polycomb repressive complex 1, RING2-PCGF2-CBX4-PHC2 variant
CPX-2616	Polycomb repressive complex 1, RING1-PCGF2-CBX6-PHC1 variant
CPX-64	bZIP transcription factor complex, Cebpa-Cebpa
CPX-2788	GARP tethering complex, Vps50 variant
CPX-8002	SCF E3 ubiquitin ligase complex, FBXO43 variant
CPX-2085	Pyrroline-5-carboxylate reductase 1 complex
CPX-5847	Cubam cobalamin uptake receptor complex
CPX-2996	Collagen type XVIII trimer
CPX-3282	Syndecan-1-syntenin-1-ALIX complex
CPX-986	Condensin II complex
CPX-482	SOSS1 complex
CPX-2396	General transcription factor TFIII3B complex, BRF1 variant
CPX-8163	Radial spoke complex, ciliiar variant
CPX-8095	VCP-FAF1 AAA ATPase complex
CPX-1058	Importin complex, KPNA3 variant
CPX-7544	Polycomb repressive complex 1, RING2-PCGF4-CBX2-PHC3 variant
CPX-4541	CMG helicase complex
CPX-1535	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-SKP1A
CPX-83	General transcription factor TFIIF complex
CPX-3001	Collagen type XXIV trimer
CPX-2777	CRL4-CDT2 E3 ubiquitin ligase complex, CUL4B variant 
CPX-1262	Brain-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1A-SMARCA4 variant
CPX-7527	Polycomb repressive complex 1, RING2-PCGF2-CBX6-PHC1 variant
CPX-1277	INO2-INO4 transcription activation complex 
CPX-2341	NALCN channelosome complex
CPX-1161	CEP192-PLK4 complex
CPX-6599	L-lactate dehydrogenase B complex
CPX-2904	PDGF receptor beta - PDGF-AB complex
CPX-255	Muscle-type nicotinic acetylcholine receptor complex, alpha1-beta1-delta-epsilon
CPX-6363	RSC chromatin remodelling complex
CPX-940	ESCRT-I complex
CPX-6269	tRNA (adenine(58)-N(1))-methyltransferase complex
CPX-1778	Laminin-421 complex
CPX-1672	alpha-1,6-mannosyltransferase complex, M-Pol I variant
CPX-2326	Polycomb repressive complex 2.1, EZH2-RBBP4-PCL2-EPOP variant
CPX-323	Positive transcription elongation factor B, CDK9-cyclinT2a complex
CPX-1246	Muscle cell-specific SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1B-SMARCA2 variant
CPX-104	MAD-MAX transcriptional repressor complex
CPX-765	Anaphase-Promoting Complex variant 3
CPX-2445	Endoplasmic reticulum membrane complex, EMC2A variant
CPX-2121	EmrE multidrug transporter complex
CPX-262	VCP-NSFL1C AAA ATPase complex
CPX-1435	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK8
CPX-560	Mitochondrial respiratory chain complex III
CPX-6185	Scribble cell polarity complex, DLG3-LLGL2-SCRIB variant
CPX-3580	fiu outer membrane transporter complex
CPX-683	Exon junction core complex, Magohb variant
CPX-437	EMILIN-1 complex
CPX-1664	DNA-directed RNA Polymerase I complex
CPX-2873	SCF E3 ubiquitin ligase complex, FBXL20 variant
CPX-1732	Ku70:Ku80 complex
CPX-276	5-hydroxytryptamine-3A/C receptor complex
CPX-1275	GPI-anchor transamidase complex
CPX-1678	TRAMP complex variant 4-1
CPX-3383	CBC-fem-1 Ubiquitin Ligase complex
CPX-736	MOZ3 histone acetyltransferase complex
CPX-6003	Interferon alpha receptor-ligand complex, IFNA14 variant
CPX-2384	Phosphatidylinositol 3-kinase complex class IA, p110alpha/p85alpha
CPX-1494	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK3
CPX-2045	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 complex
CPX-511	MUS81-EME1 structure-specific endonuclease complex
CPX-6142	TSC1-TSC2 complex
CPX-1235	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6A-ARID1B-SMARCA4 variant
CPX-3091	Aspartate carbamoyltransferase complex
CPX-2365	SCF E3 ubiquitin ligase complex, BTRC variant
CPX-2706	KIBRA-EX-MER complex
CPX-1540	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK6
CPX-4523	Matrilin-1 - Matrilin-3 complex
CPX-1237	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B-ARID1A-SMARCA4 variant
CPX-6411	tRNA-splicing ligase complex
CPX-275	5-hydroxytryptamine-3A/B receptor complex
CPX-1141	MOT1-TBP transcription regulation complex
CPX-1186	Kinetochore MIS12 complex
CPX-1502	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK9
CPX-2908	PDGF receptor beta - PDGF-BB complex
CPX-3866	atg-5-atg-12-atg-16.2 complex
